"","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원."
"1576","054930","유신","-",18050,"510","35.39","30,234","0.6",200,1.11,480,NA,"코스닥","기타서비스",18050,300,5.415e+10
"1577","042110","에스씨디","-",1120,"72","15.56","2,013","0.56",30,2.68,328,NA,"코스닥","일반전기전자",1120,35,54129111680
"1578","002140","고려산업","-",2170,"208","10.43","3,559","0.61",35,1.61,1435,NA,"코스피","음식료품",2170,-5,54118552250
"1579","045060","오공","-",3180,"455","6.99","4,424","0.72",70,2.2,358,NA,"코스닥","화학",3180,40,53875477320
"1580","101240","씨큐브","-",6690,"571","11.72","5,841","1.15",130,1.94,824,NA,"코스닥","화학",6690,30,53857450290
"1581","006890","태경화학","-",4640,"141","32.91","8,401","0.55",150,3.23,1652,NA,"코스피","화학",4640,80,5.3824e+10
"1582","071090","하이스틸","-",26900,"4,187","6.42","68,057","0.4",350,1.3,1999,NA,"코스피","철강금속",26900,100,53798493600
"1583","238490","힘스","-",9480,"2,623","3.61","9,926","0.96",200,2.11,1190,NA,"코스닥","IT H/W",9480,20,53619998640
"1584","124500","아이티센","-",3410,"73","46.71","2,317","1.47",0,0,922,NA,"코스닥","IT S/W & SVC",3410,95,53539325620
"1585","234100","세원","-",2390,"-","-","1,229","1.94",0,0,1180,NA,"코스닥","운송장비·부품",2390,-30,53495334150
"1586","128540","에코캡","-",3670,"336","10.92","4,349","0.84",0,0,931,NA,"코스닥","운송장비·부품",3670,265,53430796000
"1587","059120","아진엑스텍","-",7690,"931","8.26","5,958","1.29",250,3.25,507,NA,"코스닥","IT H/W",7690,10,53414086350
"1588","128660","피제이메탈","-",2150,"216","9.95","1,629","1.32",100,4.65,932,NA,"코스닥","금속",2150,65,53327243350
"1589","000760","이화산업","-",18950,"-","-","38,463","0.49",0,0,1356,NA,"코스피","유통업",18950,-150,5.306e+10
"1590","133750","메가엠디","-",2370,"-","-","2,596","0.91",50,2.11,947,NA,"코스닥","기타서비스",2370,40,53013565410
"1591","041920","메디아나","-",6110,"467","13.08","5,415","1.13",50,0.82,323,NA,"코스닥","의료·정밀기기",6110,100,52854530560
"1592","104460","동양피엔에프","-",4925,"-","-","4,997","0.99",0,0,840,NA,"코스닥","기계·장비",4925,195,52764603125
"1593","178780","유테크","-",3035,"-","-","1,652","1.84",0,0,1028,NA,"코스닥","IT H/W",3035,-145,52761905905
"1594","006880","신송홀딩스","-",4460,"-","-","11,762","0.38",0,0,1651,NA,"코스피","금융업",4460,40,52756706680
"1595","246690","티에스인베스트먼트","-",2350,"76","30.92","1,085","2.17",15,0.64,1205,NA,"코스닥","금융",2350,45,52689359400
"1596","090740","연이정보통신","-",3280,"-","-","3,362","0.98",0,0,750,NA,"코스닥","IT H/W",3280,190,5.248e+10
"1597","001000","신라섬유","-",2160,"17","127.06","580","3.72",0,0,3,NA,"코스닥","기타서비스",2160,30,52439486400
"1598","049800","우진플라임","-",5220,"74","70.54","8,114","0.64",0,0,1962,NA,"코스피","기계",5220,-80,5.22e+10
"1599","014130","한익스프레스","-",4345,"558","7.79","5,242","0.83",80,1.84,1795,NA,"코스피","운수창고업",4345,-15,5.214e+10
"1600","049470","SGA","-",539,"-","-","500","1.08",0,0,400,NA,"코스닥","IT S/W & SVC",539,-2,52134504961
"1601","118000","우리들휴브레인","-",2145,"-","-","859","2.5",0,0,2093,NA,"코스피","유통업",2145,65,52119250755
"1602","086250","화신테크","-",5370,"-","-","2,848","1.89",0,0,713,NA,"코스닥","기계·장비",5370,-200,5.2089e+10
"1603","046970","우리로","-",2100,"-","-","1,387","1.51",0,0,378,NA,"코스닥","IT H/W",2100,55,52061349900
"1604","215380","우정바이오","-",2070,"-","-","845","2.45",0,0,1120,NA,"코스닥","기타서비스",2070,60,51977101770
"1605","054090","삼진엘앤디","-",2080,"-","-","3,541","0.59",0,0,465,NA,"코스닥","IT H/W",2080,75,51915202560
"1606","041020","인프라웨어","-",1385,"-","-","1,161","1.19",0,0,313,NA,"코스닥","IT S/W & SVC",1385,55,51886476600
"1607","052220","iMBC","-",2255,"-","-","2,233","1.01",0,0,429,NA,"코스닥","IT S/W & SVC",2255,-5,5.1865e+10
"1608","009810","엔케이물산","-",638,"-","-","709","0.9",0,0,1722,NA,"코스피","유통업",638,-7,51830305274
"1609","073010","케이에스피","관리종목",1430,"-","-","416","3.44",0,0,629,NA,"코스닥","기계·장비",1430,0,51754927510
"1610","023460","CNH","-",1390,"81","17.16","2,752","0.51",20,1.44,123,NA,"코스닥","금융",1390,30,5.1708e+10
"1611","033430","디에스티","-",991,"36","27.53","349","2.84",0,0,210,NA,"코스닥","기계·장비",991,3,51685681307
"1612","014910","성문전자","-",2645,"-","-","1,450","1.82",0,0,1808,NA,"코스피","전기전자",2645,70,51542736765
"1613","092870","엑시콘","-",5780,"928","6.23","8,475","0.68",135,2.34,767,NA,"코스닥","IT H/W",5780,-20,51346630000
"1614","003310","대주산업","-",1450,"77","18.83","1,427","1.02",30,2.07,12,NA,"코스닥","음식료·담배",1450,50,51318907500
"1615","213090","미래테크놀로지","-",8380,"906","9.25","9,324","0.9",120,1.43,1104,NA,"코스닥","IT S/W & SVC",8380,190,51292203440
"1616","021050","서원","-",1080,"40","27","1,856","0.58",0,0,1862,NA,"코스피","철강금속",1080,10,51272557200
"1617","104040","대성파인텍","-",1635,"77","21.23","1,557","1.05",0,0,838,NA,"코스닥","운송장비·부품",1635,45,51177594435
"1618","025530","SJM홀딩스","-",3425,"1,130","3.03","9,716","0.35",200,5.84,1881,NA,"코스피","금융업",3425,-35,51148977400
"1619","115500","케이씨에스","-",4255,"102","41.72","1,517","2.8",90,2.12,884,NA,"코스닥","IT S/W & SVC",4255,215,5.106e+10
"1620","117730","티로보틱스","-",9450,"2,848","3.32","3,010","3.14",0,0,890,NA,"코스닥","기계·장비",9450,420,51024887550
"1621","275630","에스에스알","-",9000,"599","15.03","2,173","4.14",225,2.5,1263,NA,"코스닥","IT S/W & SVC",9000,480,50963103000
"1622","042600","새로닉스","-",4100,"241","17.01","5,671","0.72",40,0.98,334,NA,"코스닥","IT H/W",4100,40,50936653400
"1623","042500","링네트","-",3410,"338","10.09","3,677","0.93",0,0,331,NA,"코스닥","IT S/W & SVC",3410,80,50934753980
"1624","173130","오파스넷","-",12650,"1,061","11.92","5,608","2.26",0,0,1018,NA,"코스닥","IT S/W & SVC",12650,1050,50927660300
"1625","068050","팬엔터테인먼트","-",3700,"-","-","3,445","1.07",0,0,600,NA,"코스닥","오락·문화",3700,60,50849088900
"1626","106240","파인테크닉스","-",1350,"-","-","1,784","0.76",0,0,849,NA,"코스닥","IT H/W",1350,105,50771457450
"1627","050860","아세아텍","-",2900,"175","16.57","5,692","0.51",75,2.59,415,NA,"코스닥","기계·장비",2900,70,5.075e+10
"1628","001020","페이퍼코리아","-",935,"-","-","1,128","0.83",0,0,1370,NA,"코스피","종이목재",935,12,50692863210
"1629","049120","파인디앤씨","-",2105,"-","-","1,865","1.13",25,1.19,397,NA,"코스닥","IT H/W",2105,90,50663428385
"1630","208710","바이오로그디바이스","-",1835,"127","14.45","1,543","1.19",0,0,1100,NA,"코스닥","IT H/W",1835,45,50582887010
"1631","208860","엔지스테크널러지","-",5350,"2","2,675","999","5.36",0,0,1101,NA,"코스닥","IT S/W & SVC",5350,-140,50191239000
"1632","039240","경남스틸","-",1995,"170","11.74","3,242","0.62",70,3.51,293,NA,"코스닥","금속",1995,-10,4.9875e+10
"1633","101170","우림기계","-",3690,"-","-","6,287","0.59",25,0.68,823,NA,"코스닥","기계·장비",3690,90,4.9815e+10
"1634","067920","이글루시큐리티","-",4525,"420","10.77","3,768","1.2",70,1.55,598,NA,"코스닥","IT S/W & SVC",4525,5,49757438475
"1635","208350","지란지교시큐리티","-",1280,"156","8.21","993","1.29",10,0.78,1097,NA,"코스닥","출판·매체복제",1280,45,49757015040
"1636","057030","와이비엠넷","-",3045,"-","-","2,641","1.15",100,3.28,490,NA,"코스닥","기타서비스",3045,-195,49672162365
"1637","221980","케이디켐","-",12300,"1,650","7.45","16,637","0.74",500,4.07,1146,NA,"코스닥","화학",12300,100,49628040000
"1638","263860","지니언스","-",5250,"419","12.53","3,382","1.55",100,1.9,1243,NA,"코스닥","IT S/W & SVC",5250,30,49584150000
"1639","004100","태양금속","-",1350,"-","-","2,580","0.52",5,0.37,1533,NA,"코스피","운수장비",1350,25,4.9545e+10
"1640","005360","모나미","-",2620,"146","17.95","3,876","0.68",70,2.67,1590,NA,"코스피","유통업",2620,-10,49510944340
"1641","217500","러셀","-",1555,"4","388.75","1,905","0.82",0,0,1129,NA,"코스닥","기계·장비",1555,10,49467660000
"1642","024910","경창산업","-",1380,"-","-","5,879","0.23",20,1.45,140,NA,"코스닥","운송장비·부품",1380,10,49430226900
"1643","087600","픽셀플러스","-",6040,"-","-","11,813","0.51",100,1.66,725,NA,"코스닥","IT H/W",6040,0,49326010320
"1644","027580","상보","-",1740,"-","-","1,760","0.99",0,0,159,NA,"코스닥","IT H/W",1740,50,49309137900
"1645","060480","국일신동","-",4440,"294","15.1","3,705","1.2",75,1.69,519,NA,"코스닥","금속",4440,-60,49239600000
"1646","123750","알톤스포츠","-",3860,"-","-","2,378","1.62",0,0,919,NA,"코스닥","운송장비·부품",3860,40,49200706420
"1647","264660","씨앤지하이테크","-",11700,"2,898","4.04","9,034","1.3",160,1.37,1247,NA,"코스닥","IT H/W",11700,150,49172058000
"1648","018680","서울제약","-",5780,"111","52.07","6,423","0.9",15,0.26,98,NA,"코스닥","제약",5780,40,49046184220
"1649","131090","시큐브","-",1360,"89","15.28","645","2.11",10,0.74,937,NA,"코스닥","IT S/W & SVC",1360,35,4.896e+10
"1650","217820","엔에스","-",9990,"203","49.21","4,870","2.05",0,0,1133,NA,"코스닥","기계·장비",9990,110,4.8951e+10
"1651","066910","손오공","-",2230,"-","-","872","2.56",0,0,581,NA,"코스닥","기타 제조",2230,55,48828439030
"1652","044060","조광ILI","-",4930,"337","14.63","5,186","0.95",80,1.62,351,NA,"코스닥","기계·장비",4930,120,48736284080
"1653","138070","신진에스엠","-",5430,"568","9.56","7,517","0.72",120,2.21,957,NA,"코스닥","금속",5430,10,48718953690
"1654","052860","아이앤씨","-",3075,"428","7.18","2,600","1.18",0,0,441,NA,"코스닥","IT H/W",3075,0,48569741850
"1655","048770","TPC","-",3765,"307","12.26","2,086","1.8",25,0.66,391,NA,"코스닥","기계·장비",3765,30,48568500000
"1656","002680","한탑","-",2330,"46","50.65","2,293","1.02",0,0,9,NA,"코스닥","음식료·담배",2330,-105,4.8464e+10
"1657","025950","동신건설","-",5760,"1,273","4.52","10,373","0.56",100,1.74,150,NA,"코스닥","건설",5760,-50,4.8384e+10
"1658","038340","UCI","관리종목",3600,"-","-","330","10.91",0,0,277,NA,"코스닥","기타서비스",3600,0,48364030800
"1659","060900","퍼시픽바이오","-",961,"-","-","168","5.72",0,0,525,NA,"코스닥","화학",961,20,48253483101
"1660","066130","하츠","-",3755,"359","10.46","6,390","0.59",50,1.33,570,NA,"코스닥","일반전기전자",3755,0,4.8064e+10
"1661","123570","이엠넷","-",2155,"173","12.46","1,958","1.1",30,1.39,918,NA,"코스닥","기타서비스",2155,55,48004948090
"1662","002690","동일제강","-",3195,"91","35.11","8,754","0.36",10,0.31,1459,NA,"코스피","철강금속",3195,-5,4.7925e+10
"1663","057880","토필드","-",1700,"-","-","1,002","1.7",0,0,494,NA,"코스닥","IT H/W",1700,0,47754958400
"1664","071280","로체시스템즈","-",3120,"227","13.74","4,399","0.71",20,0.64,618,NA,"코스닥","일반전기전자",3120,95,47725401360
"1665","032540","TJ미디어","-",3425,"120","28.54","5,814","0.59",80,2.34,184,NA,"코스닥","일반전기전자",3425,105,47715760825
"1666","064290","인텍플러스","-",4320,"-","-","1,657","2.61",0,0,538,NA,"코스닥","IT H/W",4320,10,47707846560
"1667","005670","푸드웰","-",5950,"327","18.2","5,489","1.08",75,1.26,21,NA,"코스닥","음식료·담배",5950,0,4.76e+10
"1668","044960","이글벳","-",3765,"137","27.48","2,735","1.38",20,0.53,357,NA,"코스닥","유통",3765,115,47596689495
"1669","094360","칩스앤미디어","-",6390,"-","-","3,578","1.79",0,0,776,NA,"코스닥","IT S/W & SVC",6390,640,47385856530
"1670","189980","흥국에프엔비","-",6450,"373","17.29","7,820","0.82",50,0.78,1049,NA,"코스닥","음식료·담배",6450,20,47351326950
"1671","177830","파버나인","-",4360,"67","65.07","4,841","0.9",0,0,1026,NA,"코스닥","일반전기전자",4360,60,47238088640
"1672","064820","케이프","-",1850,"36","51.39","5,825","0.32",0,0,545,NA,"코스닥","운송장비·부품",1850,15,47227860050
"1673","065570","삼영이엔씨","-",5360,"343","15.63","9,702","0.55",281,5.24,559,NA,"코스닥","IT H/W",5360,-60,4.7168e+10
"1674","123700","SJM","-",3020,"363","8.32","10,282","0.29",130,4.3,2100,NA,"코스피","운수장비",3020,-20,47126791960
"1675","238120","로고스바이오","-",13100,"-","-","6,298","2.08",0,0,1188,NA,"코스닥","의료·정밀기기",13100,500,47090884400
"1676","263810","상신전자","-",5800,"591","9.81","3,373","1.72",520,8.97,1242,NA,"코스닥","일반전기전자",5800,90,47080548800
"1677","093230","이아이디","-",194,"6","32.33","560","0.35",0,0,2055,NA,"코스피","유통업",194,7,46984607024
"1678","094970","제이엠티","-",2800,"467","6","2,613","1.07",0,0,783,NA,"코스닥","IT H/W",2800,125,46895072000
"1679","085910","네오티스","-",4250,"-","-","4,111","1.03",350,8.24,710,NA,"코스닥","운송장비·부품",4250,85,46808131500
"1680","230980","솔트웍스","-",3700,"-","-","1,000","3.7",0,0,1177,NA,"코스닥","출판·매체복제",3700,15,46714002200
"1681","205500","액션스퀘어","-",1760,"-","-","540","3.26",0,0,1089,NA,"코스닥","IT S/W & SVC",1760,30,46614446560
"1682","008470","부스타","-",5540,"552","10.04","8,238","0.67",90,1.62,42,NA,"코스닥","금속",5540,-610,46562592000
"1683","059100","아이컴포넌트","-",6560,"-","-","4,691","1.4",0,0,506,NA,"코스닥","IT H/W",6560,430,46384841600
"1684","049630","재영솔루텍","-",1015,"-","-","332","3.06",0,0,404,NA,"코스닥","IT H/W",1015,24,46380989340
"1685","037230","한국팩키지","-",1855,"114","16.27","1,669","1.11",30,1.62,262,NA,"코스닥","종이·목재",1855,60,4.6375e+10
"1686","131400","액트","-",2670,"74","36.08","1,927","1.39",25,0.94,944,NA,"코스닥","IT H/W",2670,25,46369257210
"1687","036640","HRS","-",2830,"384","7.37","4,918","0.58",80,2.83,251,NA,"코스닥","화학",2830,0,46284084000
"1688","177350","베셀","-",4135,"452","9.15","4,045","1.02",150,3.63,1025,NA,"코스닥","IT H/W",4135,-55,46280441680
"1689","006110","삼아알미늄","-",4205,"11","382.27","9,478","0.44",55,1.31,1627,NA,"코스피","철강금속",4205,-45,4.6255e+10
"1690","111820","지와이커머스","관리종목",2250,"45","50","4,108","0.55",0,0,867,NA,"코스닥","IT S/W & SVC",2250,0,46253270250
"1691","001210","금호전기","-",6610,"-","-","8,938","0.74",0,0,1382,NA,"코스피","전기전자",6610,30,46115114480
"1692","096610","알에프세미","-",5670,"-","-","6,403","0.89",23,0.41,796,NA,"코스닥","IT H/W",5670,140,46045899900
"1693","101730","조이맥스","-",5410,"-","-","6,985","0.77",0,0,831,NA,"코스닥","IT S/W & SVC",5410,80,46013315940
"1694","097800","윈팩","-",1275,"-","-","974","1.31",0,0,803,NA,"코스닥","IT H/W",1275,50,46006142475
"1695","123330","제닉","-",6570,"-","-","7,762","0.85",0,0,915,NA,"코스닥","화학",6570,60,4.599e+10
"1696","050960","수산아이앤티","-",6800,"624","10.9","10,386","0.65",125,1.84,417,NA,"코스닥","출판·매체복제",6800,10,45906800000
"1697","053050","지에스이","-",1530,"182","8.41","2,090","0.73",40,2.61,444,NA,"코스닥","전기,가스,수도",1530,0,45881023410
"1698","060540","에스에이티","-",1755,"267","6.57","2,818","0.62",50,2.85,520,NA,"코스닥","IT H/W",1755,20,45863952030
"1699","004140","동방","-",1370,"-","-","2,945","0.47",10,0.73,1535,NA,"코스피","운수창고업",1370,10,45847855560
"1700","105550","트루윈","-",4150,"-","-","1,728","2.4",0,0,845,NA,"코스닥","일반전기전자",4150,170,45830184700
"1701","161570","THE MIDONG","-",3320,"-","-","3,221","1.03",0,0,1007,NA,"코스닥","IT H/W",3320,190,45788729520
"1702","011420","갤럭시아에스엠","-",1660,"-","-","1,470","1.13",0,0,1762,NA,"코스피","서비스업",1660,60,45732409040
"1703","187790","나노","-",1915,"-","-","2,026","0.95",0,0,1044,NA,"코스닥","화학",1915,15,45675842725
"1704","002870","신풍제지","-",1305,"33","39.55","1,267","1.03",0,0,1472,NA,"코스피","종이목재",1305,-25,45621103500
"1705","092300","현우산업","-",3185,"346","9.21","4,742","0.67",100,3.14,763,NA,"코스닥","IT H/W",3185,25,45600625980
"1706","139050","데일리블록체인","-",1485,"-","-","1,261","1.18",0,0,963,NA,"코스닥","IT S/W & SVC",1485,45,45591767595
"1707","043590","크로바하이텍","-",1955,"-","-","2,057","0.95",0,0,346,NA,"코스닥","IT H/W",1955,65,45551500000
"1708","045890","GV","-",1710,"-","-","1,702","1",0,0,366,NA,"코스닥","일반전기전자",1710,-70,45462451590
"1709","103130","웅진에너지","-",1525,"55","27.73","4,280","0.36",0,0,2076,NA,"코스피","전기전자",1525,50,45293166425
"1710","263800","데이타솔루션","-",2875,"66","43.56","1,906","1.51",0,0,1241,NA,"코스닥","IT H/W",2875,115,45190917500
"1711","054920","한컴시큐어","-",3195,"109","29.31","4,227","0.76",0,0,479,NA,"코스닥","IT S/W & SVC",3195,10,45166283640
"1712","007370","진양제약","-",3760,"-","-","3,532","1.06",100,2.66,33,NA,"코스닥","제약",3760,150,4.512e+10
"1713","147760","마이크로프랜드","-",4170,"514","8.11","4,440","0.94",0,0,983,NA,"코스닥","의료·정밀기기",4170,105,45118841220
"1714","043220","에이치엘비파워","-",755,"-","-","531","1.42",0,0,340,NA,"코스닥","유통",755,97,45089267420
"1715","007280","한국특수형강","-",2500,"643","3.89","3,430","0.73",0,0,1659,NA,"코스피","철강금속",2500,-10,45052195000
"1716","051160","지어소프트","-",3225,"-","-","495","6.52",0,0,418,NA,"코스닥","IT S/W & SVC",3225,-135,44994168000
"1717","051390","YW","-",3960,"297","13.33","6,164","0.64",100,2.53,422,NA,"코스닥","유통",3960,0,44967257280
"1718","101390","아이엠","-",1195,"-","-","1,794","0.67",0,0,826,NA,"코스닥","IT H/W",1195,60,44898550755
"1719","122690","서진오토모티브","-",2295,"-","-","5,503","0.42",0,0,907,NA,"코스닥","운송장비·부품",2295,60,44847159570
"1720","002710","TCC동양","-",2000,"72","27.78","4,502","0.44",0,0,1461,NA,"코스피","철강금속",2000,10,4.4685e+10
"1721","065690","대진디엠피","-",3195,"-","-","6,408","0.5",0,0,564,NA,"코스닥","화학",3195,-105,44613411255
"1722","052190","이에스에이","관리종목",1610,"-","-","1,555","1.04",0,0,428,NA,"코스닥","오락·문화",1610,40,44609359970
"1723","009190","대양금속","-",3620,"751","4.82","990","3.66",0,0,1703,NA,"코스피","철강금속",3620,40,44590917460
"1724","001620","동국실업","-",836,"-","-","3,298","0.25",0,0,1411,NA,"코스피","운수장비",836,22,44568892192
"1725","206400","엔터메이트","-",1005,"-","-","322","3.12",0,0,1090,NA,"코스닥","IT S/W & SVC",1005,78,44418430215
"1726","142210","유니트론텍","-",4470,"317","14.1","3,240","1.38",70,1.57,974,NA,"코스닥","유통",4470,-100,44395816500
"1727","081580","성우전자","-",2855,"467","6.11","6,661","0.43",80,2.8,682,NA,"코스닥","IT H/W",2855,40,44275748265
"1728","012340","뉴인텍","-",815,"-","-","300","2.72",0,0,59,NA,"코스닥","IT H/W",815,8,44118808205
"1729","054540","삼영엠텍","-",3385,"136","24.89","5,757","0.59",50,1.48,473,NA,"코스닥","금속",3385,0,4.4005e+10
"1730","056700","신화인터텍","-",1505,"-","-","3,186","0.47",0,0,488,NA,"코스닥","IT H/W",1505,-35,43848311955
"1731","033310","디케이디앤아이","-",1995,"186","10.73","2,208","0.9",0,0,207,NA,"코스닥","금속",1995,40,43834959945
"1732","096040","이트론","-",182,"-","-","269","0.68",0,0,792,NA,"코스닥","IT H/W",182,1,43670831932
"1733","127120","디엔에이링크","-",4060,"46","88.26","2,203","1.84",0,0,928,NA,"코스닥","기타서비스",4060,70,43595468000
"1734","114120","크루셜텍","-",952,"-","-","2,304","0.41",0,0,872,NA,"코스닥","IT H/W",952,34,43571033184
"1735","110020","전진바이오팜","-",9190,"-","-","57","161.23",0,0,863,NA,"코스닥","화학",9190,-330,43500203320
"1736","050090","휘닉스소재","-",629,"-","-","446","1.41",0,0,409,NA,"코스닥","IT H/W",629,12,43488394518
"1737","023150","MH에탄올","-",5890,"942","6.25","8,930","0.66",350,5.94,1866,NA,"코스피","음식료품",5890,230,43459518140
"1738","053660","현진소재","관리종목",2050,"-","-","398","5.15",0,0,458,NA,"코스닥","금속",2050,-5,43459516200
"1739","049550","잉크테크","-",2705,"-","-","2,708","1",0,0,403,NA,"코스닥","화학",2705,10,43333916060
"1740","032750","삼진","-",7220,"461","15.66","10,543","0.68",150,2.08,189,NA,"코스닥","일반전기전자",7220,60,4.332e+10
"1741","250000","보라티알","-",6390,"1,265","5.05","6,997","0.91",0,0,1208,NA,"코스닥","유통",6390,300,43137183870
"1742","024830","세원물산","-",5160,"776","6.65","22,298","0.23",75,1.45,136,NA,"코스닥","운송장비·부품",5160,-100,4.3086e+10
"1743","184230","SGA솔루션즈","-",1270,"67","18.96","1,440","0.88",15,1.18,1039,NA,"코스닥","IT S/W & SVC",1270,20,43059474460
"1744","053590","한국테크놀로지","-",642,"-","-","606","1.06",0,0,455,NA,"코스닥","기계·장비",642,59,43000613658
"1745","269620","시스웍","-",2385,"416","5.73","1,778","1.34",20,0.84,1257,NA,"코스닥","의료·정밀기기",2385,125,4.293e+10
"1746","019180","티에이치엔","-",2385,"176","13.55","2,100","1.14",50,2.1,1852,NA,"코스피","전기전자",2385,20,4.293e+10
"1747","119500","포메탈","-",3620,"207","17.49","3,525","1.03",60,1.66,892,NA,"코스닥","금속",3620,135,42886979840
"1748","002220","한일철강","-",19200,"5,343","3.59","79,035","0.24",350,1.82,1440,NA,"코스피","철강금속",19200,750,42858873600
"1749","062860","티엘아이","-",4340,"-","-","9,134","0.48",120,2.76,529,NA,"코스닥","IT H/W",4340,150,42847604800
"1750","075970","동국알앤에스","-",2325,"141","16.49","3,950","0.59",80,3.44,641,NA,"코스닥","비금속",2325,-5,4.278e+10
"1751","080530","코디","관리종목",3590,"-","-","2,472","1.45",0,0,678,NA,"코스닥","화학",3590,0,42585046700
"1752","032860","GMR 머티리얼즈","-",629,"4","157.25","404","1.56",0,0,194,NA,"코스닥","기타서비스",629,-13,42494510360
"1753","091340","S&K폴리텍","-",3630,"374","9.71","5,872","0.62",0,0,753,NA,"코스닥","IT H/W",3630,90,42484507230
"1754","007120","미래아이앤지","-",410,"-","-","634","0.65",0,0,1656,NA,"코스피","서비스업",410,-1,42470800790
"1755","096640","멜파스","-",1995,"-","-","3,252","0.61",0,0,798,NA,"코스닥","IT H/W",1995,90,42408016245
"1756","126640","화신정공","-",1165,"88","13.24","2,208","0.53",20,1.72,924,NA,"코스닥","운송장비·부품",1165,5,42375578355
"1757","038620","위즈코프","-",1140,"45","25.33","1,052","1.08",20,1.75,283,NA,"코스닥","유통",1140,35,42359062080
"1758","208370","셀바스헬스케어","-",3220,"-","-","2,116","1.52",0,0,1098,NA,"코스닥","의료·정밀기기",3220,125,42333568620
"1759","002070","남영비비안","-",6160,"166","37.11","18,980","0.32",200,3.25,1433,NA,"코스피","섬유의복",6160,0,42306541200
"1760","052900","KMH하이텍","-",902,"-","-","1,108","0.81",0,0,442,NA,"코스닥","IT H/W",902,6,42290720098
"1761","046310","백금T&A","-",2780,"202","13.76","2,389","1.16",0,0,373,NA,"코스닥","IT H/W",2780,95,42290071680
"1762","114190","웰크론강원","-",2740,"-","-","3,023","0.91",0,0,873,NA,"코스닥","금속",2740,40,42105295040
"1763","030720","동원수산","-",9000,"1,318","6.83","9,421","0.96",0,0,1908,NA,"코스피","어업",9000,-100,41884245000
"1764","071950","코아스","-",1350,"-","-","760","1.78",0,0,2002,NA,"코스피","기타제조",1350,65,41724733500
"1765","000440","중앙에너비스","-",6700,"344","19.48","7,258","0.92",176,2.63,2,NA,"코스닥","유통",6700,-110,41721771000
"1766","024740","한일단조","-",1395,"-","-","4,110","0.34",0,0,133,NA,"코스닥","운송장비·부품",1395,-30,41698402560
"1767","002290","삼일기업공사","-",3355,"214","15.68","4,379","0.77",90,2.68,8,NA,"코스닥","건설",3355,-15,4.1602e+10
"1768","189860","서전기전","-",4285,"288","14.88","3,470","1.23",0,0,1048,NA,"코스닥","일반전기전자",4285,155,41559272300
"1769","028040","미래SCI","-",1345,"-","-","881","1.53",0,0,162,NA,"코스닥","비금속",1345,-65,41442621510
"1770","010100","한국프랜지","-",1360,"-","-","6,832","0.2",0,0,1729,NA,"코스피","운수장비",1360,25,41412571200
"1771","083450","GST","-",4440,"1,719","2.58","7,937","0.56",100,2.25,690,NA,"코스닥","IT H/W",4440,30,41370787800
"1772","024070","WISCOM","-",2750,"4","687.5","7,604","0.36",0,0,1874,NA,"코스피","화학",2750,-55,41321280000
"1773","017000","신원종합개발","-",4100,"1,376","2.98","6,330","0.65",0,0,86,NA,"코스닥","건설",4100,120,41278910700
"1774","079000","와토스코리아","-",5720,"506","11.3","10,036","0.57",200,3.5,660,NA,"코스닥","화학",5720,-130,4.1184e+10
"1775","154040","솔루에타","-",3405,"1","3,405","6,592","0.52",0,0,998,NA,"코스닥","IT H/W",3405,5,41154825330
"1776","005820","원림","-",18650,"1,892","9.86","40,538","0.46",250,1.34,1612,NA,"코스피","섬유의복",18650,-650,4.103e+10
"1777","192390","윈하이텍","-",4155,"404","10.28","5,259","0.79",80,1.93,1055,NA,"코스닥","금속",4155,-25,40981134795
"1778","037030","파워넷","-",3410,"672","5.07","3,136","1.09",0,0,260,NA,"코스닥","일반전기전자",3410,100,40952783740
"1779","096690","제이스테판","-",157,"-","-","327","0.48",0,0,799,NA,"코스닥","IT H/W",157,2,40940878853
"1780","013000","세우글로벌","-",1725,"19","90.79","1,361","1.27",0,0,1788,NA,"코스피","유통업",1725,10,40866466125
"1781","072990","에이치시티","-",8910,"19","468.95","9,341","0.95",0,0,628,NA,"코스닥","기타서비스",8910,20,40807211940
"1782","027970","세하","-",1380,"-","-","629","2.19",0,0,1895,NA,"코스피","종이목재",1380,0,40796935860
"1783","032680","소프트센","-",1245,"-","-","1,106","1.13",0,0,187,NA,"코스닥","유통",1245,100,40748051955
"1784","008370","원풍","-",3395,"190","17.87","6,289","0.54",171,5.04,41,NA,"코스닥","화학",3395,15,4.074e+10
"1785","024900","덕양산업","-",1250,"23","54.35","1,825","0.68",0,0,1879,NA,"코스피","운수장비",1250,10,40706225000
"1786","053270","구영테크","-",1540,"77","20","2,633","0.58",50,3.25,449,NA,"코스닥","운송장비·부품",1540,40,40647027960
"1787","024060","흥구석유","-",2705,"142","19.05","4,650","0.58",100,3.7,131,NA,"코스닥","유통",2705,15,4.0575e+10
"1788","076610","해성옵틱스","-",2430,"-","-","3,304","0.74",0,0,643,NA,"코스닥","IT H/W",2430,130,40520250000
"1789","106520","디지탈옵틱","-",802,"-","-","1,737","0.46",0,0,850,NA,"코스닥","의료·정밀기기",802,45,40497665284
